source,id,category,description,name,number_reviews,number_sold,original_price,price
tiki.vn,273844986,Sách tiếng Việt,"<p>Tuân Tử nói: “Nói năng hợp lý, đó gọi là hiểu biết; im lặng đúng lúc, đó cũng là hiểu biết”. Ngôn ngữ là thứ có thể thể hiện rõ nhất mức độ tu dưỡng của một người, nói năng hợp lý là một loại trí tuệ, mà im lặng đúng lúc cũng là một loại trí tuệ. Nếu một người không biết giữ miệng, nói mà không suy nghĩ, nghĩ gì nói nấy, tất nhiên rất dễ khiến người khác chán ghét. <br /><br />Nội dung quyển sách này xoay quanh hai vấn đề đó là “biết cách nói chuyện” và “biết giữ miệng”, thông qua 12 chương sách nói rõ cách nói chuyện với những người khác nhau, cách nói chuyện trong những trường hợp khác nhau, làm thế nào để nắm vững những kỹ năng và chừng mực để nói chuyện cho khôn khéo, những người không giỏi ăn nói làm cách nào mới có thể nói được những lời thích hợp với đúng người và đúng thời điểm, để có thể ứng phó với những trường hợp khác nhau trong giao tiếp. </p>
<p>Người biết nói chuyện, ẩn sau con người họ là lòng tốt đã khắc sâu vào xương tủy, là sự tôn trọng đến từ việc đặt mình vào vị trí của người khác, là trí tuệ sâu sắc, độc đáo và lòng kiên nhẫn không ngại phiền hà. Họ chưa hẳn là những người giỏi ăn nói, nhưng mỗi khi nói đều làm người khác như được tắm trong gió xuân, vừa mở miệng là đã toát lên khí chất hơn người. </p>
<p>Người biết giữ miệng, bất kể trong trường hợp nào, họ đều có thể lập tức nhìn thấu cảm xúc của người khác, quan tâm đến cảm giác của đối phương, nói năng có chừng mực, làm gì cũng chừa lại đường lui cho mình và người khác. Vừa mở miệng là có thể làm yên lòng người khác, tự nhiên đi tới đâu cũng sẽ được chào đón. </p>
<p>Biết giữ im lặng thì cuộc sống sẽ dễ chịu hơn, học cách giữ miệng thì cuộc đời này sẽ không còn điều gì phải hối hận. Điều không nên nói thì không nói, điều không nên hỏi thì không hỏi, hiểu ý mà không vạch trần, nhìn thấu mà không nói ra, đó là bậc đại trí. </p>
<p><strong>Đôi nét về tác giả:</strong> </p>
<p>Trương Tiếu Hằng là một tác giả đồng thời là một nhà sản xuất. Ông từng là một nhân viên bình thường, từng làm bán hàng rồi tự mở công ty, ông đã đi nhiều nơi, đọc sách, sáng tác, tìm hiểu về cuộc sống. Vốn sống phong phú, bút pháp tinh tế cùng lối viết đi thẳng vào trọng tâm luôn mang lại cho độc giả cảm giác sảng khoái khi đọc tác phẩm của ông. Một số tác phẩm của ông đã được xuất bản như “Khoa triết học Đại học Bắc Kinh”, “EQ cao chính là biết cách nói chuyện”.</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>","Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",368,7347,189000,115290
tiki.vn,274031576,"Truyện Tranh, Manga, Comic","<p>TTACK ON TITAN KHÔNG CHỈ ĐƠN THUẦN CHỈ LÀ MỘT BỘ TRUYỆN TRANH</p>
<p>ĐÂY CÒN LÀ MỘT KIỆT TÁC MANGA CỦA THỜI ĐẠI</p>
<p>SỰ LÔI CUỐN CỦA NHỮNG CHUYẾN PHIÊU LƯU</p>
<p>TÍNH HẤP DẪN TỪ NHỮNG TÌNH TIẾT BÍ ẨN</p>
<p>NỖI BÀNG HOÀNG KHI TRẢI QUA NHỮNG BƯỚC CHUYỂN BẤT NGỜ</p>
<p>NHỮNG CẢM XÚC DÂNG TRÀO</p>
<p>NHỮNG Ý NGHĨA NHÂN VĂN</p>
<p>TẤT CẢ NHỮNG ĐIỀU TRÊN KẾT HỢP HÀI HÒA TRONG ATTACK ON TITAN</p>
<p>Câu chuyện của ATTACK ON TITAN xoay quanh nền văn minh bên trong ba bức tường đồ sộ, được cho là nơi duy nhất mà nhân loại còn tồn tại. Ba bức tường được dựng thành ba vòng tròn đồng tâm để bảo vệ nhân loại khỏi những tên khổng lồ ăn thịt người được gọi là Titan.</p>
<p>Eren Yeager, nhân vật chính của bộ truyện, người đã thề sẽ tiêu diệt toàn bộ Titan trên thế giới sau khi chứng kiến chúng phá hủy bức tường, tàn phá quê hương và làm hại người thân. Khi Eren bị một Titan ăn thịt trong lúc cố gắng cứu bạn thân là Armin, bằng một cách nào đó Eren đã biến thành Titan nhưng những tình tiết sau đó đã gây ngỡ ngàng cho tất cả.</p>
<p>Bạn đọc sẽ phải đặt nhiều câu hỏi, sẽ phải bàn luận rất nhiều khi dõi theo bộ truyện với hàng loạt những chi tiết bí ẩn, những khám phá bất ngờ, những biến cố chạm đến rung cả Câu chuyện còn ẩn chứa những tầng lớp ý nghĩa nào, thế giới trong ATTACK ON TITAN có phải chỉ giới hạn trong những bước tường, nhân vật chính Eren của chúng ta sẽ có vai trò gì trong cuộc chiến giữa loài người và Titan?</p>
<p><strong>Quà tặng cho Combo 3 cuốn</strong></p>
<p>&#43; 01 Card bằng nhựa PVC (kích thước 10x15 cm)<br />&#43; 01 Card PVC Shikishi chữ ký tác giả (kích thước 12x12 cm)</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",Series các tập ATTACK ON TITAN,29,840,44100,40100
tiki.vn,274120615,Root,"<p style=""text-align:justify;""><strong>Sách 38 Bức Thư Rockefeller Viết Cho Con Trai</strong></p>
<p style=""text-align:justify;""><em>NGƯỜI SỐNG TRÊN ĐỜI, NHƯ THẾ NÀO LÀ THIỆN, LẠI NHƯ THẾ NÀO LÀ ÁC? THẾ NÀO LÀ SỰ THIÊN LỆCH, MÀ THẾ NÀO MỚI LÀ CHÍNH ĐÍNH?</em></p>
<p style=""text-align:justify;"">Có người khởi tâm ác mà thực ra lại là làm việc thiện. Nhưng nhà kia giàu có lắm, gặp năm mất mùa, dân cùng cực phải cướp thóc lúa ở chợ ngay giữa ban ngày. Người kia báo với tri huyện, nhưng tri huyện không xử lý việc ấy.</p>
<p style=""text-align:justify;"">Những người dân nghèo thấy thế càng phóng túng bừa bãi, nên nhà ấy tự ý bắt giam những người cướp bóc, làm cho chúng phải hổ thẹn, dân chúng vì thế mới được yên ổn. Nếu nhà kia không làm như vậy thì ắt nơi ấy sẽ loạn cả.</p>
<p style=""text-align:justify;"">Người làm việc thiện là chính đính, người làm việc ác thì là thiên lệch, điều ấy người ta đều biết. Nhưng khởi phát tâm làm việc thiện mà làm việc ác, ấy là trong chính đính lại có thiên lệch vậy. Khởi tâm làm việc ác mà lại thành ra làm việc thiện, ấy là trong thiên lệch có chính đính. Điều ấy ta chẳng thể không biết vậy.</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",Sách 38 Bức Thư Rockefeller Gửi Cho Con Trai,32,636,138000,99300
tiki.vn,274170471,Root,"<p style=""text-align:justify;""><strong>Sách Con Đường Chẳng Mấy Ai Đi</strong></p>
<p style=""text-align:justify;"">Có lẽ không quyển sách nào trong thế kỷ này có tác động sâu sắc đến đời sống trí tuệ và tinh thần của chúng ta hơn Con Đường Chẳng Mấy Ai Đi. Với doanh số trên 10 triệu bản in trên toàn thế giới và được dịch sang hơn 25 ngôn ngữ, đây là một hiện tượng trong ngành xuất bản, với hơn mười năm nằm trong danh sách Best-sellers của New York Times.</p>
<p style=""text-align:justify;"">Với cách hành văn kinh điển và thông điệp đầy thấu hiểu, quyển sách Con Đường Chẳng Mấy Ai Đi giúp chúng ta khám phá bản chất của các mối quan hệ và của một tinh thần trưởng thành. Quyển sách giúp chúng ta học cách phân biệt sự lệ thuộc với tình yêu; làm thế nào để trở thành những bậc phụ huynh tinh tế và nhạy cảm; và cuối cùng là làm thế nào để sống chân thật với chính m.ình.</p>
<p style=""text-align:justify;"">Với dòng mở đầu bất hủ của quyển sách, ""Cuộc đời này rất khó sống"", thể hiện quan điểm hành trình phát triển tinh thần là một chặng đường dài và gian nan, Tiến sĩ Peck thể hiện sự đồng cảm, nhẹ nhàng dẫn dắt độc giả vượt qua quá trình khó khăn đó, để thay đổi hướng tới tầm mức thấu hiểu bản thân sâu sắc hơn.</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",Con Đường Chẳng Mấy Ai Đi,32,611,165000,117100
tiki.vn,274376748,Truyện trinh thám,"Bố của nữ sinh bị bắt cóc vô tình phát hiện một xác chết bị moi tim móc mắt tại địa điểm giao dịch tiền chuộc mà kẻ bắt cóc chỉ định.
<p>Một gia đình tưởng chừng hòa thuận, yêu thương nhau, song mỗi thành viên đều đang che giấu một bí mật riêng.</p>
<p>Hàng loạt cái chết bí ẩn thảm khốc tưởng chừng không liên quan nhưng lại đều xoay quanh cùng một vấn đề. Đánh cắp cuộc đời của một người khác? Giả mạo thân phận, danh tính và thản nhiên sống trong lớp vỏ bọc nom khá hoàn hảo.</p>
<p>Một vụ bắt cóc bất thường, hai vụ án mạng khó hiểu và ba cuộc đời bị xáo trộn, tất thảy đều cùng hướng tới mục đích tìm lại “Tên của cô ấy”.</p>
<p>—--------------</p>
<p>“Những kẻ nên giết tôi đều đã giết rồi, đằng nào bị bắt cũng phải chịu tử hình, tội gì mà không kéo các người chết chung luôn!”</p>
<p>Những tình tiết gay cấn, lôi cuốn, những sự thật mà bạn không ngờ tới, tất cả sẽ có trong cuốn sách này. Hãy cùng vén màn sự thật đằng sau cái chết của các nạn nhân xấu số nhé.</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",Tên Của Cô Ấy,31,316,185000,114700
tiki.vn,274466425,Tác phẩm kinh điển,"<p>Nhiều năm sau khi trở thành Hoàng đế Xứ Cát và đấng tiên tri của con dân đế quốc liên hành tinh, Pual Muad’dib vẫn chẳng mấy khi có được an bình. Những kẻ thù không đội trời chung vẫn không buông tha chàng. Mưu sâu chước hiểm của chúng luôn luôn đe dọa cướp đi tất cả những gì chàng yêu quý nhất, hòng bẻ gãy tinh thần chàng, buộc chàng phải có những quyết định ngược với các nguyên tắc và lý tưởng chàng hằng theo đuổi. Cứu tinh Xứ Cát dẫn dắt ta theo sát những biến cố mới đầy hiểm nghèo và bi thương đó trong cuộc đời Paul Muad’dib, con người đầy quyền uy lẫn bi kịch, khiến ta vui với những chiến thắng mới của Cứu tinh Xứ Cát đồng thời đau cùng nỗi đau lớn của chàng…</p>
<p>“Tuyệt vời… Cứu tinh Xứ Cát có tất cả những gì Xứ Cát có, và có khi còn hơn thế nữa.” - Galaxy Magazine<br /><br /></p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",Cứu Tinh Xứ Cát - Dune Phần 2,128,1569,150000,90000
tiki.vn,274498228,Sách tiếng Việt,"<p><strong>Đường Xưa Mây Trắng - Theo Gót Chân Bụt</strong></p>
<p>Đường Xưa Mây Trắng là một câu chuyện vô cùng lý thú về cuộc đời của Bụt được kể lại dưới ngòi bút hùng hồn đầy chất thơ của tác giả. Với văn phong nhẹ nhàng giản dị, với lối kể chuyện sinh động lôi cuốn, tác giả đã đưa chúng ta trở về tắm mình trong dòng sông Nguyên thỉ cách đây gần 2.600 năm, để được hiểu và gần gũi với một bậc giác ngộ mà cuộc đời của Ngài tỏa rạng nếp sống đầy tuệ giác và từ bi. Đọc Đường Xưa Mây Trắng cho chúng ta cảm tưởng như đang đọc một thiên tình sử, nhẹ nhàng, gần gũi mà sâu lắng.</p>
<p>Sách Đường Xưa Mây Trắng đã được dịch ra hơn 20 thứ tiếng, được tái bản nhiều lần ở các nước và được xếp vào hàng những quyển sách hay nhất của thế kỷ 20.</p>
<p>(Làng Mai)</p>
<p>-----------------------------------------------</p>
<p>Tôi đã viết những chương của Đường Xưa Mây Trắng với rất nhiều hạnh phúc. Thỉnh thoảng tôi đứng dậy pha trà để uống. Mỗi ngày viết mấy giờ cũng như được ngồi uống trà với Đức Thế Tôn. Và tôi biết trước người đọc sẽ rất có hạnh phúc vì khi viết, mình cũng đang có rất nhiều hạnh phúc. Viết Đường Xưa Mây Trắng không phải là một lao động mệt nhọc mà là cả một niềm vui lớn. Đó là một quá trình khám phá.</p>
<p>Có những đoạn tôi cho là khó viết, như đoạn Bụt độ ba anh em ông Ca Diếp. Tài liệu thường nói là Bụt độ ba anh em đó nhờ thần thông của Ngài nhưng khi viết thì tôi đã không để cho Bụt dùng thần thông mà cứ để Bụt sử dụng từ bi và trí tuệ của Ngài để độ ba ông ấy. Bụt có rất nhiều trí tuệ, rất nhiều từ bi, tại sao Bụt không dùng mà lại phải dùng thần thông? Và tôi có một niềm tin rất vững chãi là mình sẽ viết được chương đó. Chương này là một trong những chương khó nhất của Đường Xưa Mây Trắng nhưng cuối cùng tôi đã thành công.</p>
<p>Cái chương khó thứ hai là chương nói về cuộc trở về của Bụt để thăm gia đình. Mình đã thành Phật rồi, mình đã thành bậc toàn giác rồi, nhưng về thăm gia đình mình vẫn còn là một đứa con của cha, của mẹ, vẫn là một người anh của em. Viết như thế nào để Bụt vẫn còn giữ lại được tính người của Ngài. Cũng nhờ niềm tin đó mà tôi thành công.</p>
<p>Quý vị đọc lại, sẽ thấy Bụt về thăm nhà rất tự nhiên. Cách Ngài nắm tay vua cha đi từ ngoài vào, cách Ngài đối xử với em gái, cách Ngài đối xử với Yasodhara và Rahula, rất tự nhiên. Tôi có cảm tưởng là có chư Tổ gia hộ nên tôi mới viết như vậy được. Trong Đường Xưa Mây Trắng chúng ta khám phá ra Bụt là một con người chứ không phải là một vị thần linh. Đó là chủ tâm của tác giả, giúp cho người ta khám phá lại Bụt như một con người và lột ra hết các vòng hào quang thần dị người ta đã choàng lên cho Bụt. Không thấy Bụt như một con người thì người ta sẽ tới với Bụt rất khó.</p>
<p>(Thích Nhất Hạnh)</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",Đường Xưa Mây Trắng - Theo Gót Chân Bụt - Thích Nhất Hạnh,198,2410,329000,235000
tiki.vn,274546151,Root,"Cuốn sách này kể về mối tình vượt qua hai thế kỷ của thiếu tướng Hoàng Đan và vợ là đại biểu Quốc hội Nguyễn Thị An Vinh. Thương nhau từ thuở đôi mươi, nên duyên vợ chồng, họ cùng nhau đi qua những mốc lịch sử lớn lao của dân tộc: chiến thắng Điện Biên Phủ 1954, Khe Sanh 1968, Quảng Trị 1972, Sài Gòn 1975, biên giới phía Bắc 1979 và 1884.
<p>Vị tướng trận đi khắp các chiến trường ác liệt, người vợ ở nhà nuôi con và phấn đấu sự nghiệp, thời gian họ ở bên nhau ít ỏi vô cùng. Vì thế họ gửi gắm tâm tình qua những lá thư băng qua bom đạn, vượt các biên giới. Những lá thư trở thành sợi dây buộc chặt tình yêu của hai con người.</p>
<p>Hoàng Nam Tiến đã viết thật xúc động về câu chuyện tình yêu tràn đầy trìu mến của ba mẹ, thông qua những lá thư ấy, không chỉ để lưu giữ ký ức riêng của gia đình, mà còn kể lại cho người đọc hôm nay về một thời đại vô cùng anh hùng và tuyệt vời lãng mạn.</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",Thư cho em,124,2149,140000,91000
tiki.vn,274550395,Sách tiếng Việt,"<p><strong>Làm Chủ Thị Trường Ngách – Vanlangbooks</strong></p>
<p>1.Giới thiệu sách</p>
<p>Làm Chủ Thị Trường Ngách hướng dẫn bạn cách marketing online cho doanh nghiệp với những chiến lược thực tế, đơn giản mà bạn có thể tự mình tiến hành.</p>
<p>Bạn sẽ biết cách:</p>
<p>- Định vị và tạo mối quan hệ với khách hàng mục tiêu</p>
<p>- Tăng lưu lượng truy cập website</p>
<p>- Xây dựng blog hiệu quả</p>
<p>- Đạt được kết quả chỉ với chưa đầy một tiếng hoạt động social media mỗi ngày</p>
<p>- Lập chiến lược email marketing giúp xây dựng lòng trung thành</p>
<p>- Tự mình PR và để truyền thông tìm đến bạn</p>
<p>- Thêm doanh thu trực tuyến cho doanh nghiệp bạn</p>
<p>- Tiếp xúc với khách hàng qua những phương pháp offline như diễn thuyết, chiến dịch gửi thư trực tiếp và xuất bản</p>
<p>Đây là cuốn sách lý tưởng cho các nhà tư vấn, chuyên gia marketing, người làm nghề marketing tự do, luật sư, bác sĩ, tác giả sách, diễn giả chuyên nghiệp, cố vấn tài chính và các chuyên gia đang kinh doanh trên mọi lĩnh vực, nhất là về sức khỏe và hạnh phúc, cùng các ngành dịch vụ khác.</p>
<p>2. Thông tin chi tiết</p>
<p>Mã hàng 8935074123992/8935074133779</p>
<p>Tên Nhà Cung Cấp    Cty Văn Hóa Văn Lang</p>
<p>Tác giả   Stephanie Chandler</p>
<p>Người Dịch      Nguyễn Ngọc Thanh</p>
<p>NXB      NXB Hồng Đức</p>
<p>Năm XB 2021</p>
<p>Trọng lượng (gr)        320</p>
<p>Kích Thước Bao Bì    21 x 13.5 cm</p>
<p>Số trang 303</p>
<p>Hình thức         Bìa Mềm</p>
<p> </p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",Làm Chủ Thị Trường Ngách - Vanlangbooks,2,84,128000,99840
tiki.vn,274554776,Truyện trinh thám,"Hắn là Đội trưởng Đội Hình sự, con trai độc nhất của một gia tộc giàu có, thích la cà quán xá vỉa hè, hành sự khó lường, coi thường khuôn phép, lên núi đao xuống biển lửa vẫn một lòng bảo vệ công lý.
<p>Anh là nhà tâm lý học trẻ tuổi xuất chúng, vì bị chèn ép mà mất đi tất cả, phải che giấu bản thân, trở thành quản lý ký túc xá trường tiểu học.</p>
<p>Hình Tòng Liên chưa từng nghĩ rằng có một ngày Lâm Thần sẽ xuất hiện trong màn mưa, nói với hắn: “Xin hãy cho tôi tham gia điều tra.”</p>
<p>Cát trắng bên các thi thể, xe bus học sinh bị bắt cóc, buổi livestream những vụ tự sát trong trường học, hàng loạt vụ kỳ án liên tục xảy ra.</p>
<p>Những phương thức gây án đáng sợ, kẻ thủ ác vẫn là một ẩn số, họ quyết chiến đấu bằng cả sinh mạng mình.<br />…</p>
<p>Chẳng ai biết rồi cuối cùng nhân loại sẽ đi về đâu.</p>
<p>Nhưng bộ não là một cơ quan kỳ diệu thôi thúc chúng ta khám phá vũ trụ, khám phá những bí ẩn trong tâm trí con người.</p>
<p>Đến tận cuối cuộc đời, chúng ta vẫn luôn hy vọng có thể trở thành người tốt hơn.</p>
<p>Hướng thiện, kiếm tìm sự thật, khao khát cái đẹp và chiến đấu đến cùng với bản tính động vật tiềm tàng bên trong con người mình, đó chính là nhân tính.</p>
<p>#vitalis #hosotamlyphamtoi #truongnhi</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",Hồ Sơ Tâm Lý Phạm Tội – Tập 4,14,103,229000,153430
tiki.vn,274599269,Truyện ngắn - Tản văn - Tạp Văn,"<p><strong>Quà tặng: </strong></p>
<p>- Bản thường: Bookmark</p>
<p>- Bản đặc biệt: Bookmark + 1 móc khóa</p>
<p>Trên đời này, sẽ chẳng có ai vì bạn quan tâm mà hỏi “Dạo này con làm gì, dạo này con có đủ tiền không, dạo này con có ăn uống đầy đủ không?” ngoại trừ MẸ của bạn.</p>
<p>Trên đời này, sẽ chẳng có ai sẵn sàng mua những thứ tốt nhất cho bạn dù họ có thể cả năm không mua lấy một bộ quần áo mới… ngoại trừ MẸ của bạn.</p>
<p>Trên đời này, sẽ chẳng có ai cho bạn những bữa ăn miễn phí, yêu thương bạn vô điều kiện…ngoại trừ MẸ của bạn.</p>
<p>Đúng thật là “thế gian rộng lớn, có mẹ là đủ”, nơi chúng ta muốn quay trở về để được chữa lành, được an ủi. Dù cả thế giới có bỏ mặc bạn, vẫn dám chắc chắn một điều, trong lòng mẹ, bạn chính là cả thế giới.</p>
<p>NƠI NÀO CÓ MẸ, NƠI ẤY LÀ NHÀ là lời nhắn mà tác giả Hạ Mer gửi đến tất cả chúng ta: Khi bạn tìm hoài chẳng thấy hạnh phúc, về nhà đi! Nơi có Mẹ, có một mâm cơm ấm, một vòng tay êm, một góc sân nhỏ. Nơi có mẹ tựa một gốc đại thụ che trời, luôn đóng vai trầm mặc, che gió, che mưa cho bạn, sẵn sàng hy sinh mọi thứ mà không cần hồi đáp.</p>
<p>Cuốn sách này không có triết lý hay bài học cao siêu gì cả, ở đây chỉ có những mẩu chuyện nho nhỏ mà tác giả Hạ Mer góp nhặt từ những năm tháng tuổi thơ cho tới lúc trải nghiệm và trưởng thành giữa cuộc đời rộng lớn. Mong rằng những con chữ này sẽ giúp ích gì đó cho bạn hoặc bạn sẽ bắt gặp hình ảnh của bản thân mình trong đó.</p>
<p>“- Mẹ ơi, con sắp lên xe rồi, chắc khoảng hai, ba tiếng nữa là về đến nhà. Mẹ làm dưa xào, canh chuối đậu với mua mận cho con nhé.</p>
<p>- Mẹ biết rồi, bao giờ về gần đến nơi thì gọi mẹ ra đón.”</p>
<p>- Vâng ạ.”</p>
<p>Hy vọng rằng khi cầm trên tay cuốn sách này, đọc từng mẩu chuyện nhỏ có thể giúp bạn vui vẻ, hạnh phúc hơn và những vết thương trong tâm hồn từ thời thơ ấu sẽ được chữa lành</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>","Nơi Nào Có Mẹ, Nơi Ấy Là Nhà",7,219,90000,55800
